demand disruptions,RP_TPP,RT_TPP,AP_TPP,AT_TPP
76,18490,1528.099174,7396,1590.788124
76.01,18492.15006,1528.276865,7396.860025,1590.971716
76.02,18494.30025,1528.454566,7397.7201,1591.155319
76.03,18496.45056,1528.632278,7398.580225,1591.338933
76.04,18498.601,1528.81,7399.4404,1591.522557
76.05,18500.75156,1528.987732,7400.300625,1591.706192
76.06,18502.90225,1529.165475,7401.1609,1591.889837
76.07,18505.05306,1529.343228,7402.021225,1592.073493
76.08,18507.204,1529.520992,7402.8816,1592.25716
76.09,18509.35506,1529.698765,7403.742025,1592.440837
76.1,18511.50625,1529.87655,7404.6025,1592.624525
76.11,18513.65756,1530.054344,7405.463025,1592.808223
76.12,18515.809,1530.232149,7406.3236,1592.991932
76.13,18517.96056,1530.409964,7407.184225,1593.175652
76.14,18520.11225,1530.587789,7408.0449,1593.359382
76.15,18522.26406,1530.765625,7408.905625,1593.543123
76.16,18524.416,1530.943471,7409.7664,1593.726874
76.17,18526.56806,1531.121327,7410.627225,1593.910636
76.18,18528.72025,1531.299194,7411.4881,1594.094408
76.19,18530.87256,1531.477071,7412.349025,1594.278192
76.2,18533.025,1531.654959,7413.21,1594.461985
76.21,18535.17756,1531.832856,7414.071025,1594.64579
76.22,18537.33025,1532.010764,7414.9321,1594.829604
76.23,18539.48306,1532.188683,7415.793225,1595.01343
76.24,18541.636,1532.366612,7416.6544,1595.197266
76.25,18543.78906,1532.544551,7417.515625,1595.381113
76.26,18545.94225,1532.7225,7418.3769,1595.56497
76.27,18548.09556,1532.90046,7419.238225,1595.748838
76.28,18550.249,1533.07843,7420.0996,1595.932716
76.29,18552.40256,1533.25641,7420.961025,1596.116605
76.3,18554.55625,1533.434401,7421.8225,1596.300505
76.31,18556.71006,1533.612402,7422.684025,1596.484415
76.32,18558.864,1533.790413,7423.5456,1596.668336
76.33,18561.01806,1533.968435,7424.407225,1596.852267
76.34,18563.17225,1534.146467,7425.2689,1597.036209
76.35,18565.32656,1534.324509,7426.130625,1597.220162
76.36,18567.481,1534.502562,7426.9924,1597.404125
76.37,18569.63556,1534.680625,7427.854225,1597.588099
76.38,18571.79025,1534.858698,7428.7161,1597.772083
76.39,18573.94506,1535.036782,7429.578025,1597.956078
76.4,18576.1,1535.214876,7430.44,1598.140084
76.41,18578.25506,1535.39298,7431.302025,1598.3241
76.42,18580.41025,1535.571095,7432.1641,1598.508127
76.43,18582.56556,1535.74922,7433.026225,1598.692164
76.44,18584.721,1535.927355,7433.8884,1598.876212
76.45,18586.87656,1536.105501,7434.750625,1599.060271
76.46,18589.03225,1536.283657,7435.6129,1599.24434
76.47,18591.18806,1536.461823,7436.475225,1599.428419
76.48,18593.344,1536.64,7437.3376,1599.61251
76.49,18595.50006,1536.818187,7438.200025,1599.796611
76.5,18597.65625,1536.996384,7439.0625,1599.980722
76.51,18599.81256,1537.174592,7439.925025,1600.164844
76.52,18601.969,1537.35281,7440.7876,1600.348977
76.53,18604.12556,1537.531038,7441.650225,1600.53312
76.54,18606.28225,1537.709277,7442.5129,1600.717274
76.55,18608.43906,1537.887526,7443.375625,1600.901438
76.56,18610.596,1538.065785,7444.2384,1601.085614
76.57,18612.75306,1538.244055,7445.101225,1601.269799
76.58,18614.91025,1538.422335,7445.9641,1601.453995
76.59,18617.06756,1538.600625,7446.827025,1601.638202
76.6,18619.225,1538.778926,7447.69,1601.82242
76.61,18621.38256,1538.957237,7448.553025,1602.006648
76.62,18623.54025,1539.135558,7449.4161,1602.190886
76.63,18625.69806,1539.313889,7450.279225,1602.375135
76.64,18627.856,1539.492231,7451.1424,1602.559395
76.65,18630.01406,1539.670584,7452.005625,1602.743666
76.66,18632.17225,1539.848946,7452.8689,1602.927947
76.67,18634.33056,1540.027319,7453.732225,1603.112238
76.68,18636.489,1540.205702,7454.5956,1603.29654
76.69,18638.64756,1540.384096,7455.459025,1603.480853
76.7,18640.80625,1540.5625,7456.3225,1603.665176
76.71,18642.96506,1540.740914,7457.186025,1603.84951
76.72,18645.124,1540.919339,7458.0496,1604.033855
76.73,18647.28306,1541.097774,7458.913225,1604.21821
76.74,18649.44225,1541.276219,7459.7769,1604.402576
76.75,18651.60156,1541.454675,7460.640625,1604.586952
76.76,18653.761,1541.63314,7461.5044,1604.771339
76.77,18655.92056,1541.811617,7462.368225,1604.955736
76.78,18658.08025,1541.990103,7463.2321,1605.140144
76.79,18660.24006,1542.1686,7464.096025,1605.324563
76.8,18662.4,1542.347107,7464.96,1605.508992
76.81,18664.56006,1542.525625,7465.824025,1605.693432
76.82,18666.72025,1542.704153,7466.6881,1605.877883
76.83,18668.88056,1542.882691,7467.552225,1606.062344
76.84,18671.041,1543.06124,7468.4164,1606.246815
76.85,18673.20156,1543.239799,7469.280625,1606.431297
76.86,18675.36225,1543.418368,7470.1449,1606.61579
76.87,18677.52306,1543.596947,7471.009225,1606.800294
76.88,18679.684,1543.775537,7471.8736,1606.984808
76.89,18681.84506,1543.954137,7472.738025,1607.169332
76.9,18684.00625,1544.132748,7473.6025,1607.353867
76.91,18686.16756,1544.311369,7474.467025,1607.538413
76.92,18688.329,1544.49,7475.3316,1607.72297
76.93,18690.49056,1544.668642,7476.196225,1607.907537
76.94,18692.65225,1544.847293,7477.0609,1608.092114
76.95,18694.81406,1545.025956,7477.925625,1608.276702
76.96,18696.976,1545.204628,7478.7904,1608.461301
76.97,18699.13806,1545.383311,7479.655225,1608.64591
76.98,18701.30025,1545.562004,7480.5201,1608.83053
76.99,18703.46256,1545.740708,7481.385025,1609.015161
77,18705.625,1545.919421,7482.25,1609.199802
77.01,18707.78756,1546.098146,7483.115025,1609.384454
77.02,18709.95025,1546.27688,7483.9801,1609.569116
77.03,18712.11306,1546.455625,7484.845225,1609.753789
77.04,18714.276,1546.63438,7485.7104,1609.938472
77.05,18716.43906,1546.813146,7486.575625,1610.123166
77.06,18718.60225,1546.991921,7487.4409,1610.307871
77.07,18720.76556,1547.170708,7488.306225,1610.492586
77.08,18722.929,1547.349504,7489.1716,1610.677312
77.09,18725.09256,1547.528311,7490.037025,1610.862049
77.1,18727.25625,1547.707128,7490.9025,1611.046796
77.11,18729.42006,1547.885956,7491.768025,1611.231553
77.12,18731.584,1548.064793,7492.6336,1611.416321
77.13,18733.74806,1548.243642,7493.499225,1611.6011
77.14,18735.91225,1548.4225,7494.3649,1611.78589
77.15,18738.07656,1548.601369,7495.230625,1611.97069
77.16,18740.241,1548.780248,7496.0964,1612.1555
77.17,18742.40556,1548.959137,7496.962225,1612.340321
77.18,18744.57025,1549.138037,7497.8281,1612.525153
77.19,18746.73506,1549.316947,7498.694025,1612.709996
77.2,18748.9,1549.495868,7499.56,1612.894849
77.21,18751.06506,1549.674799,7500.426025,1613.079712
77.22,18753.23025,1549.85374,7501.2921,1613.264586
77.23,18755.39556,1550.032691,7502.158225,1613.449471
77.24,18757.561,1550.211653,7503.0244,1613.634366
77.25,18759.72656,1550.390625,7503.890625,1613.819272
77.26,18761.89225,1550.569607,7504.7569,1614.004189
77.27,18764.05806,1550.7486,7505.623225,1614.189116
77.28,18766.224,1550.927603,7506.4896,1614.374054
77.29,18768.39006,1551.106617,7507.356025,1614.559002
77.3,18770.55625,1551.28564,7508.2225,1614.743961
77.31,18772.72256,1551.464675,7509.089025,1614.92893
77.32,18774.889,1551.643719,7509.9556,1615.11391
77.33,18777.05556,1551.822774,7510.822225,1615.298901
77.34,18779.22225,1552.001839,7511.6889,1615.483902
77.35,18781.38906,1552.180914,7512.555625,1615.668914
77.36,18783.556,1552.36,7513.4224,1615.853937
77.37,18785.72306,1552.539096,7514.289225,1616.03897
77.38,18787.89025,1552.718202,7515.1561,1616.224013
77.39,18790.05756,1552.897319,7516.023025,1616.409067
77.4,18792.225,1553.076446,7516.89,1616.594132
77.41,18794.39256,1553.255584,7517.757025,1616.779208
77.42,18796.56025,1553.434731,7518.6241,1616.964294
77.43,18798.72806,1553.613889,7519.491225,1617.14939
77.44,18800.896,1553.793058,7520.3584,1617.334497
77.45,18803.06406,1553.972237,7521.225625,1617.519615
77.46,18805.23225,1554.151426,7522.0929,1617.704744
77.47,18807.40056,1554.330625,7522.960225,1617.889882
77.48,18809.569,1554.509835,7523.8276,1618.075032
77.49,18811.73756,1554.689055,7524.695025,1618.260192
77.5,18813.90625,1554.868285,7525.5625,1618.445363
